SOS_ID,ITEM_ID,NUMBER,SENTENCE,CONDITION,TARGET_WORD
SR2b_76,156,621,Luca era un pittore. Gli piaceva imparare dal lavoro di altre persone. Ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.,PLAUS_NOCONN,gallerie
SR2b_77,157,626,Carlo aveva problemi al cuore. Il dottore ha raccomandato di limitare gli esercizi fisici intensi. Ha iniziato a correre quasi tutti i giorni.,IMPLAUS_NOCONN,correre
SR3a_01,1,3,"Olivia aveva comprato un pastore tedesco. Il cane era imprevedibile e violento. Tuttavia, le ha morso la mano.",IMPLAUS_CONN,morso
SR3a_02,2,8,"Claudio era tornato di corsa al ristorante. Grazie al cielo ha trovato il suo portafoglio sotto il tavolo. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",PLAUS_CONN,teso
SR3a_03,3,9,Carlotta ha spinto il carrello della spesa sopra le buche. Le uova sono state sballottate nella borsa. Si sono rotte nel loro cartone.,PLAUS_NOCONN,rotte
SR3a_04,4,14,La giornata era stata alquanto nuvolosa. All'improvviso uscì il sole. Sheila tirò fuori l'ombrello dalla borsa.,IMPLAUS_NOCONN,ombrello
SR3a_05,5,19,"Guglielmo era a casa. Si era completamente dimenticato di dare da mangiare al gatto. Tuttavia, il gatto era affamato alla fine della settimana.",IMPLAUS_CONN,affamato
SR3a_06,6,24,"La donna cieca era stata operata. Il dottore era molto deluso dai risultati. Tuttavia, la sua vista migliorò il giorno successivo.",PLAUS_CONN,migliorò
SR3a_07,7,25,Il cane correva in una strada trafficata. L'auto stava accelerando e lo ha investito. Il cane si è ferito gravemente.,PLAUS_NOCONN,ferito
SR3a_08,8,30,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha fallito. È tornata a casa e ha festeggiato tutta la sera.,IMPLAUS_NOCONN,festeggiato
SR3a_09,9,35,"La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo magnificamente. Tuttavia, il pubblico ha applaudito molto energicamente.",IMPLAUS_CONN,applaudito
SR3a_10,10,40,"Caterina ha avuto un esame martedì. Ha ricevuto il voto più alto. Tuttavia, era davvero frustrata per il risultato.",PLAUS_CONN,frustrata
SR3a_11,11,41,I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato contro di loro. Sono stati imprigionati immediatamente.,PLAUS_NOCONN,imprigionati
SR3a_12,12,46,Silvia e Franco stavano giocando d'azzardo al casinò. Nessuno dei due vinse al blackjack. Erano entrambi felici quella notte.,IMPLAUS_NOCONN,felici
SR3a_13,13,51,"Alice è andata in campeggio durante le vacanze. È stata morsa dalle zanzare. Tuttavia, ha iniziato a sentire prurito dappertutto.",IMPLAUS_CONN,prurito
SR3a_14,14,56,"Uno scout è venuto a vedere Paolo giocare a baseball. Ha lanciato in modo pessimo. Tuttavia, è stato firmato dalla squadra.",PLAUS_CONN,firmato
SR3a_15,15,57,L'eremita viveva in una grotta. Non faceva il bagno da mesi. I suoi capelli sembravano sporchi e disordinati.,PLAUS_NOCONN,sporchi
SR3a_16,16,62,Ottavia ha bisogno di una media del 27 per laurearsi. Si è resa conto che la sua media è troppo bassa. Si diplomerà la prossima settimana con la sua classe.,IMPLAUS_NOCONN,settimana
SR3a_17,17,67,"Giacomo ha avuto un problema con il cibo. Praticamente aveva smesso di mangiare. Tuttavia, è diventato davvero magro dopo un po'.",IMPLAUS_CONN,magro
SR3a_18,18,72,"Il ladro era goffo. L'allarme non era scattato. Tuttavia, è stato catturato dalla guardia.",PLAUS_CONN,catturato
SR3a_19,19,73,La compagnia telefonica aveva problemi finanziari quell'anno. Aveva perso molti clienti. I suoi profitti sono diminuiti poco dopo.,PLAUS_NOCONN,diminuiti
SR3a_20,20,78,Gianni prendeva buoni voti e non dava mai problemi a scuola. Era sempre allegro e aveva molti amici. I suoi genitori erano preoccupati per lui.,IMPLAUS_NOCONN,preoccupati
SR3a_21,21,83,"I due paesi erano in guerra da anni. I leader decisero di firmare la proposta di cessate il fuoco. Tuttavia, il conflitto finì poco dopo. ",IMPLAUS_CONN,finì
SR3a_22,22,88,"Il ristorante aveva ricevuto recensioni ottime. Era sempre pieno. Tuttavia, a maggio aveva chiuso in via definitiva.",PLAUS_CONN,chiuso
SR3a_23,23,89,La famosa violinista era sicura della sua performance. Ha interpretato il pezzo in modo eccezionale. Tutti avevano esultato per lei.,PLAUS_NOCONN,esultato
SR3a_24,24,94,La sarta stava appuntando l'abito di Tobia. Era molto attenta con gli spilli. Tobia venne punto un paio di volte.,IMPLAUS_NOCONN,punto
SR3a_25,25,99,"Giuditta aveva un giardino nel cortile sul retro. Non ha mai trascorso molto tempo a lavorare lì. Tuttavia, era pieno di erbacce e spazzatura.",IMPLAUS_CONN,erbacce
SR3a_26,26,104,"La ginnasta era specializzata nella trave di equilibrio. Aveva eseguito il primo esercizio alla perfezione. Tuttavia, era rimasta delusa da sé stessa.",PLAUS_CONN,delusa
SR3a_27,27,105,L'azienda aveva assunto un nuovo dipendente. Era pigro e lento. Le sue valutazioni sono state negative quel trimestre.,PLAUS_NOCONN,negative
SR3a_28,28,110,Il bambino stava visitando il museo con i suoi genitori. Tenne una distanza rispettosa dalle opere d'arte. Dopo venne rimproverato dalla guardia del museo.,IMPLAUS_NOCONN,rimproverato
SR3a_29,29,115,"L'idea dell'ingegnere del software era stata implementata nel nuovo prodotto. L'idea si rivelò molto popolare. Tuttavia, l'ingegnere ottenne una promozione in azienda.",IMPLAUS_CONN,promozione
SR3a_30,30,120,"Era il giorno della partita di calcio. Tommaso bevve solo acqua quella notte. Tuttavia, si svegliò con i postumi di una sbornia la mattina dopo.",PLAUS_CONN,postumi
SR3a_31,31,121,Il governatore era stato assassinato. La scena del crimine era coperta dalle impronte digitali della moglie. La donna venne arrestata immediatamente.,PLAUS_NOCONN,arrestata
SR3a_32,32,126,Il taxi aveva portato il passeggero all'aeroporto. Il passeggero lasciò una mancia generosa. Il tassista era furioso con lui.,IMPLAUS_NOCONN,furioso
SR3a_33,33,131,"C'era un incontro di boxe nell'arena. Il pugno di un pugile raggiunse il viso del suo avversario. Tuttavia, dopo l'avversario cadde a terra.",IMPLAUS_CONN,cadde
SR3a_34,34,136,"Luigi aveva passato un'intera settimana con i suoi amici. Erano andati ogni sera a una festa. Tuttavia, si sentiva davvero solo quella settimana.",PLAUS_CONN,solo
SR3a_35,35,137,Linda non riusciva a trovare la sua carta di credito. Era preoccupata che fosse stata rubata. Aveva deciso di cancellarla immediatamente.,PLAUS_NOCONN,cancellarla
SR3a_36,36,142,Susanna era in partenza per una vacanza alle Bahamas più tardi quella settimana. Le previsioni del tempo erano perfette. Il viaggio fu annullato poco dopo.,IMPLAUS_NOCONN,annullato
SR3a_37,37,147,"Durante la tempesta, l'elettricità in città era stata interrotta. Le luci del ristorante si erano spente. Tuttavia, i camerieri portavano le candele ai tavoli.",IMPLAUS_CONN,candele
SR3a_38,38,152,"Alessandro voleva disperatamente andare ad Harvard. Aveva saputo per posta di non essere stato accettato. Tuttavia, iniziò subito a festeggiare con i suoi amici.",PLAUS_CONN,festeggiare
SR3a_39,39,153,La donna dovette salire venti rampe di scale. Era fuori forma e sovrappeso. Si sentì subito stanca dopo lo sforzo.,PLAUS_NOCONN,stanca
SR3a_40,40,158,Sara ha avuto un esame di storia oggi. Conosceva la risposta ad ogni singola domanda. Si sentiva nel panico durante l'esame.,IMPLAUS_NOCONN,panico
SR3a_41,41,163,"Tamara stava prendendo lezioni di guida. Di recente aveva avuto un incidente. Tuttavia, era molto nervosa per strada.",IMPLAUS_CONN,nervosa
SR3a_42,42,168,"Il sindacato era impegnato in trattative contrattuali. Le trattative ebbero successo e i dipendenti erano soddisfatti. Tuttavia, il giorno dopo decisero di picchettare per i loro diritti",PLAUS_CONN,picchettare
SR3a_43,43,169,Il ragazzo aveva preso lo skilift fino in cima. Dopo aveva sciato fino in fondo. Era molto fiero di sé stesso. ,PLAUS_NOCONN,orgoglioso
SR3a_44,44,174,Maurizio ha lavorato in un ospedale alla reception. Indossava sempre guanti di lattice. È stato contagiato da un paziente.,IMPLAUS_NOCONN,contagiato
SR3a_45,45,179,"Stefano ha fatto domanda per una scuola di legge. Aveva voti bassi e raccomandazioni mediocri. Tuttavia, la scuola ha rifiutato la sua domanda.",IMPLAUS_CONN,rifiutato
SR3a_46,46,184,"Caterina stava preparando una limonata quel pomeriggio. Aveva aggiunto più zucchero rispetto alla ricetta richiesta. Tuttavia, la limonata aveva un sapore troppo aspro per tutti.",PLAUS_CONN,aspro
SR3a_47,47,185,Gli amici di Tamara l'hanno portata al cinema. Era un film dell'orrore. Tamara rimase molto spaventata dal film.,PLAUS_NOCONN,spaventata
SR3a_48,48,190,Donata era l'inquilina ideale. Pagava l'affitto sempre puntualmente. Il padrone di casa l'aveva sfrattata dall'edificio. ,IMPLAUS_NOCONN,sfrattata
SR3a_49,49,195,"Il comico era nervoso quella notte. Fece una performance pessima. Tuttavia, il pubblico lo fischiava senza sosta. ",IMPLAUS_CONN,fischiava
SR3a_50,50,200,"Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Le guardie non trovarono nulla di sospetto. Tuttavia, il passeggero fu subito arrestato come terrorista.",PLAUS_CONN,arrestato
SR3a_51,51,201,Giulia era tornata dalla montagna con il raffreddore. Prese dello sciroppo per la tosse. Si sentì subito meglio poco dopo. ,PLAUS_NOCONN,meglio
SR3a_52,52,206,Il dipendente aveva lavorato per l'azienda per molti anni. Aveva sempre fatto un buon lavoro. È stato licenziato dalla società.,IMPLAUS_NOCONN,licenziato
SR3a_53,53,211,"Edoardo era un giovane cantante pop. Tutti scaricavano la sua nuova canzone. Tuttavia, era stata un successo alla radio.",IMPLAUS_CONN,successo
SR3a_54,54,216,"L'uomo era sulla cinquantina. La sua pelle era liscia e luminosa. Tuttavia, si vide molto vecchio guardandosi allo specchio.",PLAUS_CONN,vecchio
SR3a_55,55,217,Marta voleva tingersi i capelli. Il parrucchiere fece un lavoro terribile. Marta era davvero scontenta del risultato.,PLAUS_NOCONN,scontenta
SR3a_56,56,222,Alice stava tornando a casa dal lavoro di notte. Il suo fidanzato era con lei. Si era sentita nervosa per tutto il tragitto.,IMPLAUS_NOCONN,nervosa
SR3a_57,57,227,"Andrea voleva stare in salute. Aveva iniziato a sollevare pesi in palestra. Tuttavia, diventò davvero muscoloso quell'inverno.",IMPLAUS_CONN,muscoloso
SR3a_58,58,232,"Alla squadra di casa mancava solo un punto in più per vincere. Il giocatore sbagliò il tiro libero all'ultimo secondo. Tuttavia, la squadra di casa vinse quella partita.",PLAUS_CONN,vinse
SR3a_59,59,233,Il condannato a morte ha impugnato il verdetto. C'erano nuove prove del DNA che dimostravano la sua innocenza. È stato liberato dopo il procedimento.,PLAUS_NOCONN,liberato
SR3a_60,60,238,Tommaso ha dormito per sole due ore la notte scorsa. Non ha avuto tempo per il caffè stamattina. Si sentiva sveglio e pieno di energie al lavoro.,IMPLAUS_NOCONN,sveglio
SR3a_61,61,243,"Maria ha dimenticato di mettere in valigia un cappotto invernale per il viaggio a Chicago. Le temperature sono scese intorno allo zero. Tuttavia, ha avuto freddo tutto il tempo.",IMPLAUS_CONN,freddo
SR3a_62,62,248,"Tutti nell'ufficio di Giovanna avevano finalmente superato l'influenza. Giovanna non era più raffreddata dopo il lavoro martedì. Tuttavia, il giorno dopo si sentiva malissimo ed è rimasta a casa.",PLAUS_CONN,malissimo
SR3a_63,63,249,Tutto quel caffè diede a Corinna la tachicardia. Ne aveva bevuto troppo quella mattina. Era molto agitata durante l'incontro.,PLAUS_NOCONN,agitata
SR3a_64,64,254,Marco si era alzato presto. Voleva essere sicuro di non perdere il bus. Giunse in ritardo per l'incontro.,IMPLAUS_NOCONN,ritardo
SR3a_65,65,259,"Giovanni stava facendo domanda per un lavoro. Non era qualificato per nessuna posizione. Tuttavia, era ormai disoccupato da più di un anno.",IMPLAUS_CONN,disoccupato
SR3a_66,66,264,Pietro era di nuovo a dieta. Era ossessionato dal mangiare sano. Mangiava spesso patatine a pranzo e cena.,PLAUS_CONN,patatine
SR3a_67,67,265,Alice era stata negligente con il suo maglione di lana. Lo aveva lavato in acqua calda in lavatrice. Il maglione si era ristretto dopo la lavata.,PLAUS_NOCONN,ristretto
SR3a_68,68,270,Amanda è andata dal parrucchiere. I parrucchieri hanno fatto un pessimo lavoro. Era bellissima lasciando il negozio.,IMPLAUS_NOCONN,bellissima
SR3a_69,69,275,"Maria stava organizzando un cocktail party. Aveva pulito e lucidato la casa tutto il giorno. Tuttavia, la casa era magnifica durante la festa.",IMPLAUS_CONN,magnifica
SR3a_70,70,280,"Giovanni ha inviato un articolo di ricerca a un giornale. I revisori hanno mandato recensioni molto negative. Tuttavia, l'articolo è stato accettato per la pubblicazione. ",PLAUS_CONN,accettato
SR3a_71,71,281,Giovanni ha avuto una vacanza molto poco emozionante. Era rimasto a casa con i suoi genitori per un'intera settimana. Da inizio ferie si era annoiato ogni giorno.,PLAUS_NOCONN,annoiato
SR3a_72,72,286,Giovanni si era fermato a prendere un caffè al bar. L'ha ordinato nero e senza zucchero. Aveva un sapore molto dolce per lui.,IMPLAUS_NOCONN,dolce
SR3a_73,73,291,"L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era profonda e agitata. Tuttavia, l'uomo è annegato prima di riuscire ad attraversare.",IMPLAUS_CONN,annegato
SR3a_74,74,296,"Susanna è andata alla spa. Si sentiva fresca e pulita. Tuttavia, ha fatto una doccia appena tornata a casa.",PLAUS_CONN,doccia
SR3a_75,75,297,A Davide piaceva mettersi in mostra per i suoi amici. Era rumoroso e scortese con l'insegnante. È stato sospeso per volere del preside.,PLAUS_NOCONN,sospeso
SR3a_76,76,302,L'imputato si dichiarava innocente. La giuria decise che era colpevole. L'imputato fu liberato il giorno successivo.,IMPLAUS_NOCONN,liberato
SR3a_77,77,307,"Il mago stava eseguendo trucchi. Fece sparire un coniglio. Tuttavia, tutti rimasero incantati dalla performance.",IMPLAUS_CONN,incantati
SR3a_78,78,312,"A Gianni è stato vietato di guardare film violenti. Ha guardato un film di sparatorie. Tuttavia, i suoi genitori gli hanno proibito la televisione.",PLAUS_CONN,proibito
SR3a_79,79,313,Giliana aveva la pelle molto chiara. Aveva dimenticato la crema solare in spiaggia. Si è presa una scottatura lunedì scorso.,PLAUS_NOCONN,scottatura
SR3a_80,80,318,Il soldato aveva ricevuto un colpo di striscio. Fu subito mandato da un medico esperto. Il soldato era morto pochi minuti dopo.,IMPLAUS_NOCONN,morto
SR3b_01,81,323,"Angela ha chiamato suo padre sul cellulare. Il segnale era pessimo. Tuttavia, la voce di suo padre era confusa e indistinta.",IMPLAUS_CONN,confusa
SR3b_02,82,328,"La zona era controllata dalla mafia. Il proprietario del negozio aveva sempre pagato il pizzo. Tuttavia, il suo negozio è stato attaccato quella notte.",PLAUS_CONN,attaccato
SR3b_03,83,329,Fu scoperto che l'atleta assumeva steroidi. Aveva una storia di abuso di droghe. Il Comitato Olimpico lo ha bandito per 10 anni.,PLAUS_NOCONN,bandito
SR3b_04,84,334,L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer aveva confermato la sua ipotesi. Era molto abbattuto per questo.,IMPLAUS_NOCONN,abbattuto
SR3b_05,85,339,"Cominciarono a circolare voci sulla corruzione del governatore. Il procuratore federale minacciava di indagare su di lui. Tuttavia, il governatore si dimise dall'incarico.",IMPLAUS_CONN,dimise
SR3b_06,86,344,"Laura ha messo la torta in forno. Ha seguito la ricetta alla lettera. Tuttavia, la torta si è bruciata in forno.",PLAUS_CONN,bruciata
SR3b_07,87,345,A Claudia piace suonare la batteria nel suo appartamento. Il suono è molto fastidioso per i vicini. Si sono lamentati con il padrone di casa.,PLAUS_NOCONN,lamentati
SR3b_08,88,350,Il ponte aveva soltanto un paio d'anni. La fondazione era ben salda. Gli ispettori statali lo hanno ritenuto poco sicuro per l'uso.,IMPLAUS_NOCONN,sicuro
SR3b_09,89,355,"L'esaminatore di guida è stato molto severo. Era contento che Bernardo non avesse commesso errori. Tuttavia, Bernardo ha superato il test quel giorno. ",IMPLAUS_CONN,superato
SR3b_10,90,360,"Gianna è una grande fan della musica classica. Ha comprato un biglietto economico per il concerto di venerdì. Tuttavia, ha un posto in platea vicino al palco.",PLAUS_CONN,platea
SR3b_11,91,361,L'auto della polizia era seduta lungo la strada. Il rilevatore ha detto che un'auto stava andando troppo forte. Il poliziotto ha fermato l'autista.,PLAUS_NOCONN,fermato
SR3b_12,92,366,Michela era nella sua adolescenza. Usava una crema idratante tutti i giorni. La sua faccia era rugosa e secca.,IMPLAUS_NOCONN,rugosa
SR3b_13,93,371,"Il bambino è stato messo a dormire nella sua culla. Ha continuato a piangere durante la notte. Tuttavia, la mattina dopo, i suoi genitori erano esausti e irritabili. ",IMPLAUS_CONN,esausti
SR3b_14,94,376,"La tempesta di pioggia aveva colpito l'isola. Gli argini sono stati in grado di contenere l'acqua. Tuttavia, le strade sono state allagate per giorni.",PLAUS_CONN,allagate
SR3b_15,95,377,Le previsioni del tempo hanno mostrato bel tempo per il fine settimana di vacanza. Molte persone hanno deciso partire per il mare. Le autostrade erano bloccate per chilometri.,PLAUS_NOCONN,bloccate
SR3b_16,96,382,I residenti della città costiera hanno ascoltato le notizie dell'uragano. La tempesta non sarebbe passata dalla loro città. Gli è stato consigliato di evacuare immediatamente.,IMPLAUS_NOCONN,evacuare
SR3b_17,97,387,"Clara stava andando troppo velocemente nella tempesta di ghiaccio. Ha perso il controllo del mezzo. Tuttavia, l'auto si è schiantata contro un albero.",IMPLAUS_CONN,schiantata
SR3b_18,98,392,"L'uomo è rimasto fuori tutta la notte. Indossava un pigiama caldo. Tuttavia, la mattina dopo aveva tosse e naso che cola.",PLAUS_CONN,tosse
SR3b_19,99,393,L'aereo era fermo sulla pista. Il volo ha continuato a subire ritardi. I passeggeri iniziarono a brontolare rumorosamente.,PLAUS_NOCONN,brontolare
SR3b_20,100,398,L'anziana donna stava scendendo i gradini innevati. Giunse in fondo alla scala senza cadere. Dopo rimase in ospedale per un po' di tempo.,IMPLAUS_NOCONN,ospedale
SR3b_21,101,403,"Il sensitivo afferma di vedere il futuro. È stato utile a molte persone. Tuttavia, i clienti sono rimasti soddisfatti delle sue predizioni.",IMPLAUS_CONN,soddisfatti
SR3b_22,102,408,"Daniele è andato in un pub con i suoi amici. Aveva smesso di bere. Tuttavia, ha ordinato un whisky e una bibita.",PLAUS_CONN,whisky
SR3b_23,103,409,L'autista aveva bevuto troppo quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Il livello di alcol nel sangue del conducente era superiore al limite legale.,PLAUS_NOCONN,superiore
SR3b_24,104,414,L'adolescente era andata a farsi tagliare i capelli. Non era il tipo da look appariscenti. Si fece fare una cresta mohawk al salone.,IMPLAUS_NOCONN,cresta
SR3b_25,105,419,"I ragazzi stavano litigando. Alla fine hanno iniziato a prendersi a pugni. Tuttavia, erano pieni di lividi il ??giorno successivo.",IMPLAUS_CONN,lividi
SR3b_26,106,424,"Francesco aveva fatto un pranzo abbondante. Arrivò a casa pieno e un po' assonnato. Tuttavia, decise di mangiare un panino in cucina.",PLAUS_CONN,panino
SR3b_27,107,425,Tutti i turisti adoravano l'organizzatore dei tour. Ha sempre avuto molti clienti. I suoi profitti erano enormi ogni estate.,PLAUS_NOCONN,enormi
SR3b_28,108,430,Lo chef stava lavorando in cucina. Non stava nemmeno toccando i coltelli. Si è poi tagliato il dito.,IMPLAUS_NOCONN,tagliato
SR3b_29,109,435,"Il turista voleva tornare al suo albergo. Aveva dimenticato le indicazioni. Tuttavia, si era perso per la strada.",IMPLAUS_CONN,perso
SR3b_30,110,440,"Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea eccellente. Tuttavia, il Presidente respinse la misura.",PLAUS_CONN,respinse
SR3b_31,111,441,Giovanni ha fatto i provini per la compagnia di teatro comico. La sua esibizione ha fatto ridere a crepapelle gli altri studenti. Il regista gli ha chiesto di unirsi al gruppo.,PLAUS_NOCONN,unirsi
SR3b_32,112,446,Giovanni si era ubriacato alla festa. Dovette stendersi sul divano. Ha finito per accompagnare tutti a casa.,IMPLAUS_NOCONN,accompagnare
SR3b_33,113,451,"Il carismatico guerriero aveva rovesciato il re. Il vecchio re era stato molto impopolare tra i suoi sudditi. Tuttavia, la gente esultava per le strade.",IMPLAUS_CONN,esultava
SR3b_34,114,456,"L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di un falso allarme. Tuttavia, tutti erano spaventati dalla notizia.",PLAUS_CONN,spaventati
SR3b_35,115,457,Riccardo aveva osservato il digiuno per la festa. Doveva digiunare tutto il giorno. Era davvero affamato quando venne sera.,PLAUS_NOCONN,affamato
SR3b_36,116,462,La donna non aveva mai ballato prima del suo matrimonio. Non ha voluto prendere lezioni. Ha ballato come una professionista al ricevimento.,IMPLAUS_NOCONN,professionista
SR3b_37,117,467,"Miriam ha ordinato dei bicchieri da vino nuovi. Alcuni sono arrivati ??rotti. Tuttavia, li ha voluti restituire immediatamente.",IMPLAUS_CONN,restituire
SR3b_38,118,472,"Il bambino piangeva. La madre era troppo impegnata per pensare a lui. Tuttavia, il bambino si è calmato molto presto.",PLAUS_CONN,calmato
SR3b_39,119,473,Carolina ascoltava la radio. La tempesta della scorsa notte aveva lasciato diversi metri di neve. Le scuole erano chiuse quel giorno.,PLAUS_NOCONN,chiuso
SR3b_40,120,478,Giovanna era ottimista riguardo al suo caso. Il suo avvocato aveva prove che ne dimostravano l'innocenza. È stata condannata dalla giuria.,IMPLAUS_NOCONN,condannata
SR3b_41,121,483,"Mario ha citato in giudizio il medico per negligenza. Alla fine ha vinto il risarcimento dei danni. Tuttavia, è diventato ricco grazie al caso.",IMPLAUS_CONN,ricco
SR3b_42,122,488,"C'era stata un'irruzione in casa. Il ladro non ha lasciato tracce. Tuttavia, la polizia lo ha identificato facilmente.",PLAUS_CONN,identificato
SR3b_43,123,489,L'adolescente stava facendo una presentazione. Era una persona molto impacciata. Durante la sessione delle domande era arrossito visibilmente.,PLAUS_NOCONN,arrossito
SR3b_44,124,494,Alice si stava allenando per la stagione calcistica. Lunedì si è fatta fare un massaggio per rilassarsi. Il giorno dopo era dolorante dappertutto.,IMPLAUS_NOCONN,dolorante
SR3b_45,125,499,"Era il primo giorno di primavera. Il giorno era bello e caldo. Tuttavia, i bambini hanno passato la ricreazione in cortile quel giorno.",IMPLAUS_CONN,cortile
SR3b_46,126,504,"Giovanna aveva deciso di restituire le scarpe che aveva comprato l'anno prima. Erano consumate e lei aveva perso lo scontrino. Tuttavia, il negozio le ha rimborsato i soldi.",PLAUS_CONN,rimborsato
SR3b_47,127,505,L'edificio del condominio si trovava in un quartiere elegante dei quartieri alti. La polizia ha regolarmente pattugliato la zona. I residenti si sentivano sicuri vivendo lì.,PLAUS_NOCONN,sicuri
SR3b_48,128,510,L'amministratore delegato aveva programmato un incontro con i direttori di filiale della California. Ha preso un volo con un giorno d'anticipo. La riunione è stata annullata e riprogrammata.,IMPLAUS_NOCONN,annullata
SR3b_49,129,515,"Per ottenere un lavoro come avvocato, Cristiano doveva superare l'esame di avvocato. Aveva appena fallito l'esame ad aprile. Tuttavia, Cristiano era preoccupato per la sua carriera.",IMPLAUS_CONN,preoccupato
SR3b_50,130,520,"Gilda vive in una tranquilla campagna. La finestra della sua camera da letto si affaccia su una foresta. Tuttavia, di notte può sentire il traffico che passa.",PLAUS_CONN,traffico
SR3b_51,131,521,Il Senato stava discutendo il nuovo disegno di legge del Presidente. Alla maggior parte dei membri del Congresso non piaceva. Il disegno di legge è fallito venerdì.,PLAUS_NOCONN,fallito
SR3b_52,132,526,Le collane sono state realizzate nello stile celtico antico. Sono state prodotte in massa con la stessa tecnica. Ogni pezzo è unico e prezioso.,IMPLAUS_NOCONN,unico
SR3b_53,133,531,"Il dirigente restava sempre alzato fino a tardi a lavorare. Il suo medico lo aveva esortato a riposarsi di più. Tuttavia, decise di dormire di più ogni giorno.",IMPLAUS_CONN,dormire
SR3b_54,134,536,"Giovanni ha sempre faticato in matematica. Nella lezione di oggi il professore ha spiegato un nuovo concetto. Tuttavia, Giovanni lo ha trovato semplice da capire.",PLAUS_CONN,semplice
SR3b_55,135,537,La senatrice si recò da sola in viaggio all'estero. Era in una zona pericolosa. È stata poi rapita da due criminali.,PLAUS_NOCONN,rapita
SR3b_56,136,542,C'è stato un piccolo incendio nella cucina del ristorante. Il camion dei pompieri è arrivato subito. La maggior parte degli avventori si sono ustionati mentre cercavano di scappare.,IMPLAUS_NOCONN,ustionati
SR3b_57,137,547,"Giovanna era andata al cinema per vedere il nuovo film. I biglietti erano esauriti trenta minuti prima. Tuttavia, si è sentita molto sfortunata ed è andata a casa.",IMPLAUS_CONN,sfortunata
SR3b_58,138,552,"Melinda e suo marito sono andati a cena al ristorante di pesce. Sono entrambi intolleranti ai molluschi. Tuttavia, Melinda ha ordinato ostriche per cena.",PLAUS_CONN,ostriche
SR3b_59,139,553,Matteo aveva dimenticato che l'articolo doveva essere consegnato mercoledì. A quel punto l'aveva a malapena iniziato. Ha consegnato l'articolo in ritardo all'insegnante.,PLAUS_NOCONN,ritardo
SR3b_60,140,558,Kevin è un wrestler professionista. Mangia cinque pasti al giorno. È davvero magro come una stecco.,IMPLAUS_NOCONN,magro
SR3b_61,141,563,"Licia odia il suo attuale lavoro. È stata assunta da un'altra società con uno stipendio molto più alto. Tuttavia, ha deciso di accettare la loro offerta.",IMPLAUS_CONN,accettare
SR3b_62,142,568,"Daniele ha indossato una camicia stropicciata per il colloquio. Ci aveva appena rovesciato del caffè sopra. Tuttavia, sembrava professionale durante il colloquio.",PLAUS_CONN,professionale
SR3b_63,143,569,Giacomo e altri cinque amici stavano viaggiando insieme. Affittarono un gigantesco furgone per il viaggio. Erano tutti molto comodi durante il viaggio.,PLAUS_NOCONN,comodi
SR3b_64,144,574,Anna ha grossi problemi economici. Ora deve fare attenzione al suo budget mensile. Ha comprato un regalo molto costoso per la sua amica.,IMPLAUS_NOCONN,costoso
SR3b_65,145,579,"Jessica aveva chiesto una bicicletta per Natale. I suoi genitori gliene hanno regalata una. Tuttavia, Jessica era molto felice per il regalo.",IMPLAUS_CONN,felice
SR3b_66,146,584,"Donato ha dovuto farsi riattaccare un tendine da un chirurgo. Ci sono state alcune complicazioni fatali durante la procedura. Tuttavia, l'operazione è stata un successo. quel giorno.",PLAUS_CONN,successo
SR3b_67,147,585,Il sindaco era incredibilmente impopolare in città. Ha ricevuto molte lettere di denuncia. Era circondato dalle critiche tutto il tempo.,PLAUS_NOCONN,critiche
SR3b_68,148,590,Diana è caduta la prima volta che è andata a sciare. Ha giurato di non farlo mai più. In questi giorni va sulle piste il più spesso possibile.,IMPLAUS_NOCONN,piste
SR3b_69,149,595,"Giovanna pulisce raramente la sua casa. Ha due bambini piccoli a casa. Tuttavia, la sua cucina era in disordine tutto il tempo.",IMPLAUS_CONN,disordine
SR3b_70,150,600,"Il proprietario della casa si era appena trasferito. Tutti i vicini si mostravano amichevoli con lui. Tuttavia, ha chiamato i carabinieri perché venissero a controllare.",PLAUS_CONN,carabinieri
SR3b_71,151,601,Il tetto aveva avuto una falla in cucina. Il tuttofare è passato e l'ha riparato. Il gocciolamento è cessato molto presto.,PLAUS_NOCONN,cessato
SR3b_72,152,606,L'amico di Johnny lo ha invitato a un cocktail party. Johnny ha indossato un casco da football al raduno. Tutti pensavano che il suo look fosse appropriato per l'occasione.,IMPLAUS_NOCONN,appropriato
SR3b_73,153,611,"Luca è molto socievole. Gli piace uscire con molti amici. Tuttavia, ha passato ogni fine settimana a festeggiare da qualche parte.",IMPLAUS_CONN,festeggiare
